Full Name,Fighter_Id,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Sheymon Moraes,0d62719b1dcf7c40,No Nickname,5.8,145.0,72.0,Orthodox,11,4,0,False
John Moraga,92437c6775b3f7d1,No Nickname,5.6,125.0,66.0,Orthodox,19,7,0,False
Ricardo Morais,2dc7f1762dc0a7ef,The Mutant,6.8,270.0,,Orthodox,10,4,1,False
Leonardo Morales,45230be0641f3f53,Chimy,5.8,135.0,,Southpaw,6,2,0,False
Albert Morales,544d7460b3e44393,The Warrior,5.9,135.0,72.0,Orthodox,7,4,1,False
Joseph Morales,2fe9032955c2e013,Bopo,5.6,125.0,69.0,Switch,14,2,0,False
Vince Morales,37098a6e6c27fb66,Vandetta,5.7,135.0,70.0,Orthodox,16,10,0,False
Omar Morales,a0e6753c42698f13,Venezuelan Fighter,5.11,155.0,73.0,Orthodox,11,4,0,False
Michael Morales,c32aeb1a59e6272d,No Nickname,6.0,170.0,79.0,Orthodox,18,0,0,False
Sarah Moras,539ed332b3078821,Cheesecake,5.7,135.0,67.0,Orthodox,6,8,0,False
Christian Morecraft,80779d7441af1b52,No Nickname,6.6,260.0,81.0,Orthodox,8,3,0,False
Joe Moreira,df85d6ec3493d120,No Nickname,5.11,195.0,,Southpaw,2,2,0,False
Richardson Moreira,9147679e1a4ad4a3,Rick Monstro,6.2,185.0,,Orthodox,7,4,0,False
Gisele Moreira,6a125ba3ec37e27e,No Nickname,5.6,135.0,,Orthodox,8,3,0,False
Vinicius Moreira,acb36c908d415c4a,Mamute,6.4,205.0,76.0,Orthodox,9,5,0,False
Jesse Moreng,2e2cdb6e9eb84bb9,Arturo,5.7,145.0,,Orthodox,9,1,0,False
Brandon Moreno,792be9a24df82ed6,The Assassin Baby,5.7,125.0,70.0,Orthodox,23,8,2,False
Mike Moreno,bb2eee4fb3259c01,El Palo Duro,6.0,185.0,,Orthodox,6,5,0,False
Dan Moret,66e98b3bb5fc5250,The Hitman,6.0,155.0,73.0,Southpaw,13,6,0,False
Sammy Morgan,2067a177a2842fbf,The Squeeze,5.1,170.0,,Orthodox,18,12,0,False
Peggy Morgan,92b36014314b028b,The Daywalker,6.1,135.0,,Orthodox,4,4,0,False
Alexander Morgan,938ea36fe9c269f0,The Chess Master,5.1,145.0,71.0,Orthodox,11,5,0,False
Alex Morono,cdb96af67d096b1e,The Great White,5.11,170.0,72.0,Orthodox,24,12,0,False
Maryna Moroz,b4192a975027aab6,Iron Lady,5.7,125.0,67.0,Orthodox,11,6,0,False
Sergey Morozov,2f6a993c7f547c13,No Nickname,5.6,135.0,67.0,Orthodox,19,5,0,False
Brad Morris,6803d4d6908354ac,No Nickname,6.2,205.0,,Orthodox,10,6,0,False
Scott Morris,be9d259be012e8a4,No Nickname,5.1,210.0,,Orthodox,2,1,0,False
Anthony Morrison,dab0e6cb8c932162,Cheesesteak,5.7,145.0,,Orthodox,20,12,0,False
Jack Morrison,38fccd44d669bb2f,No Nickname,5.11,205.0,,Orthodox,0,3,0,False
Harry Moskowitz,4dc496aa0cfc0d95,Dirty,6.5,275.0,,Orthodox,6,12,0,False
Carlos Mota,b15862fcd6ded451,Tizil,5.4,125.0,69.0,Orthodox,8,2,0,False
Miki Motono,a5fa51a81d0c5ed9,No Nickname,5.2,115.0,63.0,Southpaw,8,5,0,False
Juan Mott,5da4e8dc02e50ac0,No Nickname,6.0,190.0,,Switch,3,4,0,False
Nikolas Motta,37f560436d745c18,Iron,5.9,155.0,70.0,Orthodox,15,6,0,False
Flavio Luiz Moura,ab35634d1a8c7a11,No Nickname,5.11,183.0,,Open Stance,19,7,0,False
Eduarda Moura,de594b35c45c2e9a,Ronda,5.6,125.0,67.0,Orthodox,12,1,0,False
Gegard Mousasi,232c582f29f8f65e,No Nickname,6.2,185.0,76.0,Orthodox,42,6,2,False
Kris Moutinho,9c27f3217891f3f0,No Nickname,5.7,135.0,68.0,Southpaw,14,7,0,False
Kin Moy,ae922e7d9e852d7a,Kong,5.5,135.0,,Orthodox,8,3,0,False
Jamie Moyle,882d62561063a927,No Nickname,5.1,115.0,65.0,Orthodox,4,3,0,False
Askar Mozharov,e92901944ce91909,No Nickname,6.3,205.0,74.0,Orthodox,19,13,0,False
Garrett Mueller,d0c325dfefdde31f,No Nickname,5.9,135.0,,Orthodox,3,3,0,False
Lauren Mueller,f923e012414c883e,Princess Tiger,5.5,125.0,67.0,Orthodox,5,3,0,False
Belal Muhammad,b1b0729d27936f2f,Remember the Name,5.11,170.0,72.0,Orthodox,24,4,0,False
Fazlo Mulabitinovic,2252b2c892397f0d,No Nickname,,135.0,,Orthodox,4,2,0,False
Quinn Mulhern,16af2d5a6f28bee2,No Nickname,6.3,155.0,,Orthodox,18,4,0,False
James Mulheron,8d5350fa18b79e9a,No Nickname,5.1,243.0,73.0,Orthodox,11,2,0,False
Jamie Mullarkey,af9f42e6894047fc,No Nickname,6.0,155.0,74.0,Orthodox,18,8,0,False
Jim Mullen,1a49e0670dfaca31,No Nickname,6.1,215.0,,Southpaw,0,2,0,False
Melissa Mullins,bd532e9a2b93870c,No Mess,5.7,135.0,68.0,Orthodox,7,2,0,False
Ananias Mulumba,a59bc10f5e9f5fbb,Metal,5.5,145.0,70.0,Switch,9,3,0,False
Pedro Munhoz,6bd02119599741a4,The Young Punisher,5.6,135.0,65.0,Orthodox,20,10,0,False
Andre Muniz,886264a0c9f4ea5e,Sergipano,6.1,185.0,78.0,Southpaw,24,8,0,False
Mark Munoz,179f1948dc234f1f,The Filipino Wrecking Machine,6.0,185.0,71.0,Orthodox,14,6,0,False
Alexander Munoz,f8f1ec513bcfef43,No Nickname,5.9,155.0,72.0,Switch,7,2,0,False
Johnny Munoz,f6bcbd91b114ff58,Kid Kvenbo,5.9,135.0,71.0,Orthodox,12,4,0,False
Andy Murad,fd0b4e3eb18eafb7,The Tooth Fairy,5.9,185.0,,Orthodox,15,2,0,False
Olivier Murad,c3dd69333eb8085a,Warrior of God,5.1,145.0,72.0,Southpaw,6,0,0,False
Makhmud Muradov,ea7e5bc78d9de658,No Nickname,6.2,185.0,75.0,Orthodox,26,8,0,False
Kazunari Murakami,cfbccfed4e4796fe,No Nickname,6.1,220.0,,Orthodox,5,5,0,False
Ryuichi Murata,e3a6c6d6d0ac0815,No Nickname,5.8,183.0,,Orthodox,8,3,1,False
Kanako Murata,e0b0cf71e0d69dd0,No Nickname,5.1,115.0,62.0,Orthodox,12,3,0,False
Ailiya Muratbek,9b6dcc335ad03696,No Nickname,,155.0,,Orthodox,9,2,0,False
Vince Murdock,4b90384d7c3519b8,No Nickname,5.6,145.0,64.0,Orthodox,12,4,0,False
Samandar Murodov,6f4d199c0adc06f5,No Nickname,6.1,170.0,75.0,Orthodox,11,0,0,False
Tom Murphy,62918a2118de08b2,No Nickname,6.2,227.0,,Southpaw,8,0,0,False
Ian Murphy,de25520d54eab12d,No Nickname,6.1,185.0,,Orthodox,1,1,0,False
Jon Murphy,1b5c146ee7b86e34,Man of Faith,6.3,260.0,,Orthodox,6,4,0,False
Lauren Murphy,729d4bd5a6cd0a97,Lucky,5.5,125.0,67.0,Orthodox,16,7,0,False
Patrick Murphy,eca7e064746c161a,No Nickname,6.0,170.0,,Orthodox,5,3,0,False
Lerone Murphy,396fe87b84ac2e1c,The Miracle,5.9,145.0,73.0,Orthodox,17,0,1,False
Lee Murray,32016899d0a222a3,Lightning,6.3,185.0,,Orthodox,8,2,1,False
Jesse Murray,d0147e906106cd2e,Hollywood,6.3,205.0,78.0,Orthodox,8,4,0,False
Khalid Murtazaliev,231cae8b77fbbcc1,No Nickname,6.0,185.0,76.0,Orthodox,14,2,0,False
Azamat Murzakanov,e90a2f22417af68e,The Professional,5.1,205.0,71.0,Southpaw,15,0,0,False
Josias Musasa,723b64c0e9a8f348,The KO Wizard,5.8,135.0,74.0,Southpaw,8,2,0,False
Tofiq Musayev,ae81a3ac7b260411,No Nickname,5.9,155.0,69.0,Orthodox,22,6,0,False
Nicholas Musoke,8b5f9ea38184ded3,Nico,6.0,170.0,75.0,Orthodox,13,5,0,False
Andre Mussi,d0d43cb9b14f231c,No Nickname,6.3,242.0,,Orthodox,11,5,0,False
Magomed Mustafaev,31d7446b184e3305,The Sniper,5.8,155.0,71.0,Orthodox,14,4,0,False
Max Mustaki,f4c40f8a64d3151d,No Nickname,6.0,155.0,,Orthodox,6,3,0,False
Elvis Mutapcic,28c55b4087a6f136,The King,6.0,185.0,72.0,Orthodox,15,6,1,False
Fiona Muxlow,062e57ca1a3c95a8,No Nickname,5.4,145.0,,Orthodox,6,3,0,False
Ho Bae Myeon,2719f300b0439039,No Nickname,5.11,168.0,,Orthodox,13,5,1,False
Katsuhiko Nagata,d5ae8074631762fc,No Nickname,5.7,154.0,,Southpaw,6,7,3,False
Yuji Nagata,e49c2db95e572dc8,No Nickname,6.0,225.0,,Orthodox,0,2,0,False
Greg Nagy,342422bb6ced1e8d,No Nickname,6.1,210.0,,Orthodox,1,3,0,False
Logan Nail,47e0b5833e6bc91a,No Nickname,,185.0,,Orthodox,1,1,0,False
Muhammad Naimov,8d11d9c13e2ccdf7,Hillman,5.9,145.0,70.0,Orthodox,13,3,0,False
Yukiya Naito,7be328bb3c2ea22e,No Nickname,6.1,205.0,,Orthodox,15,6,2,False
Yura Naito,50c469e0cb73be10,2 FACE,6.0,185.0,74.0,Orthodox,6,1,0,False
Andrews Nakahara,7a9ca95a92d7b64c,No Nickname,6.1,185.0,,Orthodox,5,4,2,False
Rin Nakai,f9ae6914f604aa9f,No Nickname,5.1,135.0,,Orthodox,19,2,1,False
Kazuhiro Nakamura,b034747dc1d15491,Kaz,5.11,205.0,70.0,Orthodox,21,13,0,False
Keita Nakamura,65ddc8a9ac4e8531,K-Taro,5.11,170.0,73.0,Southpaw,34,10,2,False
Daisuke Nakamura,a196332ee4aa8a82,No Nickname,5.7,154.0,,Orthodox,28,19,1,False
Yusaku Nakamura,03e8df49c4a059ba,No Nickname,5.5,145.0,,Orthodox,14,4,1,False
Rinya Nakamura,d8c811df0386d5e8,Hybred,5.7,135.0,68.0,Southpaw,10,1,0,False
Keiichiro Nakamura,3618e0632ecdba9c,No Nickname,5.1,145.0,70.0,Southpaw,7,1,0,False
Tokitaka Nakanishi,eb9446a4f44e19cf,Toky,5.6,135.0,66.0,Orthodox,12,4,0,False
Jutaro Nakao,95eb112a85601a0a,No Nickname,5.9,170.0,,Southpaw,25,19,4,False
Yoshihiro Nakao,e18012194473e8b0,Kiss,6.0,220.0,,Southpaw,9,3,0,False
Mandel Nallo,8f4528c10bd34fab,Mango,6.0,155.0,75.0,Orthodox,14,3,0,False
Yui Chul Nam,a00ec21cfbba17b6,The Korean Bulldozer,5.9,145.0,,Orthodox,18,8,1,False
Tyson Nam,6e00cfffd54653c4,No Nickname,5.7,125.0,68.0,Orthodox,21,14,1,False
Rose Namajunas,47b63240018d5d86,Thug,5.5,125.0,65.0,Orthodox,15,7,0,False
Yasuhito Namekawa,6083f497c22cc075,No Nickname,5.9,205.0,,Orthodox,25,16,4,False
Nad Narimani,776a58a67665a171,Smiler,5.8,145.0,70.0,Orthodox,12,4,0,False
Roger Narvaez,3a12a2f096a6d975,Silverback,6.3,185.0,,Southpaw,8,3,0,False
Fabio Nascimento,307064d3e0f036c2,Negao,5.1,185.0,,Orthodox,11,6,0,False
Allan Nascimento,253076a23d03dcd0,Puro Osso,5.8,125.0,69.0,Orthodox,21,6,0,False
Rodrigo Nascimento,d31a5546c0e9b213,Ze Colmeia,6.2,246.0,80.0,Orthodox,11,3,0,False
Bobby Nash,7dfb56f24fe5ddea,No Nickname,6.0,170.0,74.0,Orthodox,8,4,0,False
Reza Nasri,d41937647eae9a34,No Nickname,5.11,205.0,,Orthodox,0,1,0,False
Nasrudin Nasrudinov,769fa803bf9d2e3b,No Nickname,6.0,205.0,71.0,Orthodox,9,1,0,False
Pawel Nastula,154a6b3ffae264cd,No Nickname,6.0,230.0,,Southpaw,5,6,0,False
Rafael Natal,0dba4df5f34d5ff0,Sapo,6.0,185.0,77.0,Orthodox,21,9,1,False
Kevin Natividad,0c258d1d8e16e5f1,Quicksand,5.6,135.0,70.0,Orthodox,9,4,0,False
Ismail Naurdiev,6a96ad1bc34fb113,No Nickname,5.1,185.0,74.0,Orthodox,24,8,0,False
Danny Navarro,618f72750ec50b05,No Nickname,5.1,155.0,,Orthodox,17,7,0,False
Marcio Navarro,52f7d300738961ac,The Locomotive,6.0,155.0,,Orthodox,14,14,0,False
Tafon Nchukwi,6aae253467e8f9ce,Da Don,6.0,185.0,77.0,Orthodox,6,4,0,False
Dustin Neace,e503aa5c252a1b4d,The Beast,5.9,145.0,69.0,Orthodox,25,21,1,False
Josh Neal,0b534765dca35e71,No Nickname,6.0,185.0,,Orthodox,5,11,0,False
Joe Neal,5751267660c734cb,Nine Lives,5.6,135.0,,Orthodox,6,2,0,False
Geoff Neal,b997be68943010fc,Handz of Steel,5.11,170.0,75.0,Southpaw,16,7,0,False
Stanislav Nedkov,1d4bbaabd8b60173,Stucky,5.11,205.0,71.0,Orthodox,12,2,0,False
Josh Neer,d1a1314976c50bef,The Dentist,5.11,170.0,72.0,Orthodox,36,16,1,False
Nicolae Negumereanu,8c57c7b8c3bab0eb,No Nickname,6.0,205.0,78.0,Orthodox,13,2,0,False
Steve Nelmark,13e62d766b709aa6,The Sandman,6.0,240.0,,Orthodox,2,1,0,False
Shane Nelson,2db7fa8db6bc9632,Sugar,5.9,155.0,70.0,Southpaw,16,7,0,False
Roy Nelson,3f7c14c7eca7195d,Big Country,6.0,263.0,73.0,Orthodox,22,14,0,False
Gunnar Nelson,fd55393021a8c255,Gunni,5.11,170.0,72.0,Switch,19,6,1,False
Kyle Nelson,31f8081c7600da93,The Monster,5.11,155.0,71.0,Switch,17,6,1,False
Lissette Neri,f4db63258ecf0613,No Nickname,5.2,145.0,,Orthodox,6,4,0,False
Mario Neto,1209b5134401ca53,Sukata,6.0,229.0,,Orthodox,13,5,0,False
Antonio Braga Neto,fae67903c4fe636b,No Nickname,6.3,185.0,77.0,Orthodox,9,3,0,False
Eduardo Neves,1d688fa375d9431c,Bebezao,6.2,263.0,78.0,Orthodox,7,2,0,False
Julio Cesar Neves Jr.,195d0d3e14a2e256,Morceguinho,5.8,145.0,,Orthodox,33,1,0,False
Nick Newell,f562238becb9ec50,Notorious,5.1,155.0,,Southpaw,14,2,0,False
Journey Newson,78f485f851891d68,No Nickname,5.5,135.0,67.0,Orthodox,10,5,0,False
Jeff Newton,94609dd91731d428,No Nickname,6.2,205.0,,Sideways,4,2,0,False
Carlos Newton,952f6fa06f25a0ec,The Ronin,5.9,170.0,,Orthodox,16,14,0,False
Emanuel Newton,fbbbc68d368832fa,The Hardcore Kid,6.1,205.0,,Orthodox,26,12,1,False
Francis Ngannou,8d03ce87ca14e778,The Predator,6.4,250.0,83.0,Orthodox,17,3,0,False
Nghiem Van Y,fd08d6536b7b91f0,No Nickname,5.7,135.0,68.0,Orthodox,6,2,0,False
Ben Nguyen,840d2c82ea68b9aa,Ten,5.5,125.0,65.0,Switch,16,8,0,False
Steven Nguyen,69037fc7730e4225,The Ninja,5.11,145.0,73.0,Switch,10,2,0,False
Alex Nicholson,2b6d855c6e280fb1,The Spartan,6.4,185.0,77.0,Orthodox,7,4,0,False
Bo Nickal,35673bf5204524ee,No Nickname,6.1,185.0,76.0,Southpaw,7,1,0,False
Mike Nickels,330ec26453c44a59,No Nickname,6.4,205.0,,Orthodox,9,5,0,False
Matheus Nicolau,1a31ef98efce7a79,No Nickname,5.6,125.0,66.0,Orthodox,19,6,1,False
Stewart Nicoll,2bd98ab77a8daa75,Kakamora,5.5,125.0,65.0,Orthodox,8,2,0,False
Jaimelene Nievera,3edf45e1717fa764,Queenie,5.5,125.0,,Orthodox,7,4,0,False
Khomkrit Niimi,52a003d768f10d91,The Bumblebee,5.2,125.0,,Orthodox,6,10,0,False
Tom Niinimaki,5fceb45939fc0c8a,Stoneface,5.9,145.0,69.0,Orthodox,22,8,1,False
Ramsey Nijem,22aa91e402d0fe1f,No Nickname,5.11,155.0,75.0,Orthodox,9,6,0,False
Hans Nijman,4956f60b7fa57c1a,No Nickname,6.0,250.0,,Switch,9,7,0,False
Fedor Nikolov,346f789951e85f3f,No Nickname,,,,Orthodox,0,0,0,False
Jack Nilson,53e533db1b8e9712,No Nickname,,,,Orthodox,2,6,0,False
Mats Nilsson,a9bcf8717dd12532,No Nickname,6.1,170.0,,Orthodox,11,4,1,False
Guangyou Ning,2c1170b825f58e57,Smasher,5.4,145.0,64.0,Southpaw,5,4,1,False
Soichi Nishida,6810d8d2dd557cf9,No Nickname,5.11,320.0,,Orthodox,5,10,1,False
Yosuke Nishijima,5cde96e0a1a1fffe,No Nickname,5.9,205.0,,Orthodox,0,5,0,False
Yamato Nishikawa,7beecbe0a08cf002,No Nickname,5.7,155.0,,Orthodox,21,3,6,False
Akiyo Nishiura,6c9383ffab2725a5,Wicky Akiyo,5.8,139.0,,Southpaw,13,8,1,False
Anthony Njokuani,6bf5a7d3e081ade2,The Assassin,6.1,155.0,75.0,Orthodox,16,12,0,False
Chidi Njokuani,c68c68efaa5ca6ef,Bang Bang,6.3,170.0,80.0,Orthodox,25,11,0,False
Derrick Noble,21321cdfba797c52,The Eraser,5.9,170.0,,Southpaw,27,15,1,False
Kyle Noblitt,4acf03bdec2025d7,No Nickname,6.2,243.0,,Orthodox,11,2,0,False
Pedro Nobre,e983c62faf677ab2,The Rock,5.5,135.0,,Orthodox,18,4,2,False
Jacob Noe,9bff1b4c37ebbede,Psycho,,205.0,,Orthodox,3,11,0,False
Antonio Rodrigo Nogueira,ee9d73f4fee9cbdd,Minotauro,6.3,240.0,77.0,Orthodox,34,10,1,False
Rogerio Nogueira,73e09f837f3b5ecc,Minotouro,6.2,205.0,75.0,Southpaw,23,10,0,False
Alexandre Franca Nogueira,4c27ca8c8481f79a,Pequeno,5.7,145.0,,Orthodox,18,6,3,False
Talita Nogueira,a3d1d060f9af97fe,Treta,5.1,145.0,,Orthodox,6,0,0,False
Kyle Noke,7339d340aa2889cb,No Nickname,6.1,170.0,76.0,Southpaw,22,10,1,False
Tom Nolan,6c3b2525436cf5d4,Big Train,6.3,155.0,73.0,Southpaw,10,1,0,False
Eric Nolan,64b12fe31be7560c,Nightime,6.2,185.0,74.0,Orthodox,8,4,0,False
Nick Nolte,d665de9b4da87c22,No Nickname,6.0,170.0,,Orthodox,5,4,0,False
KJ Noons,b7ffa72aa148599a,King,5.1,155.0,70.0,Orthodox,13,9,0,False
Sage Northcutt,ed9d8ee3a4239b1c,Super,6.0,170.0,71.0,Orthodox,11,2,0,False
Jan Nortje,bd4389b71fdc0ce2,The Giant,6.1,310.0,,Southpaw,2,6,0,False
Scott Norton,f21a3d68fb9df387,Hollywood,5.1,170.0,,Orthodox,7,1,0,False
Shohei Nose,6b0e83b094f816ac,No Nickname,5.6,135.0,68.0,Switch,12,5,2,False
Jonatas Novaes,9e8e5c529057fe60,No Nickname,5.11,170.0,,Orthodox,13,5,0,False
Jason Novelli,459e4dc69ec669b2,Flipside,6.0,155.0,,Orthodox,11,3,1,False
Phillipe Nover,64360e618823a8e4,The Filipino Assassin,5.9,145.0,72.0,Orthodox,11,8,1,False
Shayilan Nuerdanbieke,0a73acff6325c1e2,Wolverine,5.8,145.0,69.0,Orthodox,39,12,0,False
Azamat Nuftillaev,b37321c0bb9e8570,Dragon,6.0,234.0,77.0,Orthodox,13,2,1,False
Diego Nunes,3a24769a4855040a,The Gun,5.6,145.0,67.0,Orthodox,19,7,0,False
Amanda Nunes,80fa8218c99f9c58,The Lioness,5.8,135.0,69.0,Orthodox,23,5,0,False
Nina Nunes,d343df8ba11f4c4e,No Nickname,5.5,125.0,64.0,Orthodox,11,7,0,False
Istela Nunes,efc67b07eed39794,No Nickname,5.4,115.0,66.0,Orthodox,6,6,0,False
Josiane Nunes,68d35296f566792b,Josi,5.2,135.0,67.0,Southpaw,10,4,0,False
Diyar Nurgozhay,709fadb644ee3f51,No Nickname,6.2,205.0,74.0,Southpaw,10,2,0,False
Khabib Nurmagomedov,032cc3922d871c7f,The Eagle,5.1,155.0,70.0,Orthodox,29,0,0,False
Said Nurmagomedov,0fd5f4b838e890cc,No Nickname,5.8,135.0,70.0,Orthodox,18,5,0,False
Abubakar Nurmagomedov,029e1293e609fd74,No Nickname,5.11,170.0,72.0,Orthodox,17,4,1,False
Umar Nurmagomedov,2b6fc1c02736833d,No Nickname,5.8,135.0,69.0,Orthodox,18,1,0,False
Adilet Nurmatov,689502703bbfe5f2,Kok-Zhal,,155.0,,Orthodox,13,2,0,False
Kennedy Nzechukwu,8667caa0451d245b,African Savage,6.5,236.0,83.0,Southpaw,14,6,0,False
Jake O'Brien,20bcc9966affb19c,Irish,6.3,205.0,76.0,Orthodox,15,4,0,False
TJ O'Brien,d25b93992f285953,The Spider,6.2,155.0,,Orthodox,20,8,0,False
Sean O'Connell,cb52f9490c2dc069,The Real OC,6.1,205.0,74.0,Orthodox,17,9,0,False
Dan O'Connor,69ea0119f6f0dfe0,Johnny Irish,5.4,115.0,,Orthodox,6,6,0,False
Sean O'Haire,46effbd1135423c5,No Nickname,6.5,270.0,,Orthodox,4,2,0,False
Sean O'Malley,b50a426a33da0012,Suga,5.11,135.0,72.0,Switch,18,3,0,False
Jeremiah O'Neal,338fda4ec7034c5d,No Nickname,5.8,260.0,,Orthodox,13,25,0,False
Chuck O'Neil,56bc9ccb609df534,Cold Steel,6.2,170.0,,Orthodox,17,9,0,False
Casey O'Neill,04835018f90b118c,King,5.6,125.0,69.0,Orthodox,10,2,0,False
Brendan O'Reilly,494b0bfdbac74502,Badger,5.7,170.0,69.0,Orthodox,6,3,0,False
Takahiro Oba,7139cd2ae4bf6a29,No Nickname,5.8,200.0,,Southpaw,5,7,1,False
Nobuhiro Obiya,6e3282d57d2467a0,No Nickname,5.8,145.0,,Orthodox,12,5,1,False
Jose Ochoa,88be62d6c1e6dadb,Kalzifer,5.7,125.0,67.0,Southpaw,8,2,0,False
Christian Ocon,2d6d6ffe5a446ea2,No Nickname,5.8,135.0,69.0,Orthodox,2,1,0,False
Richard Odoms,f43907e75f8d9baa,The Black Eagle,6.5,265.0,,Orthodox,13,3,0,False
Volkan Oezdemir,0845c81e37d3bcb3,No Time,6.2,205.0,75.0,Orthodox,20,8,0,False
Kaan Ofli,7facc9c45d792985,Genghis,5.7,145.0,66.0,Orthodox,13,4,1,False
Naoya Ogawa,4b2390cfaceb91d8,No Nickname,6.4,255.0,,Orthodox,7,2,0,False
Trey Ogden,cfc3e7bb44685289,Shamurai,5.11,155.0,72.0,Orthodox,18,7,0,False
Andy Ogle,b6c4451cb13c9303,The Little Axe,5.8,145.0,69.0,Orthodox,9,6,0,False
Ho Taek Oh,5c020ee6ab450870,Spider,,155.0,,Orthodox,7,2,1,False
Michiyoshi Ohara,6a8a06b542e1516d,No Nickname,5.1,205.0,,Orthodox,0,2,0,False
Koji Oishi,01daf32100ed7517,No Nickname,5.8,170.0,,Orthodox,25,10,10,False
Takayuki Okada,32541eb5d12668b4,Giant Ochiai,6.1,290.0,,Orthodox,3,3,2,False
Yushin Okami,acff437707625fc7,Thunder,6.2,170.0,75.0,Southpaw,34,12,0,False
JJ Okanovich,aa40fe6038db56cb,The Bosnian Bomber,5.11,155.0,76.0,Orthodox,7,1,0,False
Bolaji Oki,4bdedbdeedff7d1d,The Zulu Warrior,5.1,155.0,73.0,Orthodox,10,3,0,False
Kazuki Okubo,33454ad90754cb49,No Nickname,5.11,175.0,,Orthodox,7,9,0,False
Masakatsu Okuda,02a65a55f25fb4f3,No Nickname,,,,Orthodox,8,5,0,False
Aleksei Oleinik,98c23cb6da5b3352,The Boa Constrictor,6.2,240.0,80.0,Orthodox,60,17,1,False
Michal Oleksiejczuk,0d65c432720accb9,Hussar,6.0,185.0,74.0,Southpaw,21,9,0,False
Cezary Oleksiejczuk,084532da3d25f3b8,No Nickname,6.3,185.0,75.0,Southpaw,16,3,0,False
Rafaello Oliveira,15b1b21cd743d652,Tractor,5.8,155.0,71.0,Orthodox,17,8,0,False
Charles Oliveira,07225ba28ae309b6,Do Bronxs,5.1,155.0,74.0,Orthodox,36,11,0,False
Jorge Oliveira,bec2746f033802c3,No Nickname,6.1,205.0,,Orthodox,5,3,1,False
Ednaldo Oliveira,acd9513399a8b09b,Lula,6.5,205.0,,Orthodox,17,3,1,False
Alex Oliveira,57b10fca4f9c9a7a,Cowboy,5.11,170.0,76.0,Orthodox,22,12,1,False
Maria Oliveira,37d752ec41ed84bb,Spider-Girl,5.6,115.0,69.0,Orthodox,13,7,0,False
Bruno Oliveira,1e85912c9bab7e2b,No Nickname,6.4,205.0,80.0,Orthodox,8,2,0,False
Saimon Oliveira,72ea1984c52019b5,No Nickname,5.4,135.0,72.0,Orthodox,18,7,0,False
Vinicius Oliveira,18d01f7f8338ae72,LokDog,5.9,135.0,70.0,Switch,23,3,0,False
Ravena Oliveira,4948e412fa6ab67d,Kenoudy,5.5,115.0,65.0,Orthodox,7,3,1,False
Michael Oliveira,037cfd34a27d59e9,PQD,6.1,170.0,78.0,Orthodox,9,0,0,False
Wendell Oliveira Marques,32c03df3c9760069,The Machine,5.1,170.0,,Orthodox,29,10,0,False
Felipe Olivieri,948880beac71f028,No Nickname,5.9,155.0,,Orthodox,14,5,0,False
Andy Ologun,e96d8538d3f9d0ed,No Nickname,6.0,154.0,,Orthodox,3,1,0,False
Shana Olsen,dfbb95ca0c143988,Rock Solid,5.7,145.0,,Orthodox,5,2,0,False
Casey Olson,7613773461b276f4,The Underdog,5.7,145.0,,Orthodox,14,5,0,False
Dennis Olson,8e0709784259402d,No Nickname,6.0,170.0,,Orthodox,14,11,0,False
Cameron Olson,5a9104718439ef44,Cap'n Crunch,6.1,205.0,75.0,Orthodox,7,3,0,False
Gadzhi Omargadzhiev,684d3aee255a3d09,No Nickname,6.1,170.0,71.0,Switch,13,2,0,False
Alan Omer,f2ad06f1007c481a,No Nickname,5.1,145.0,,Orthodox,20,5,0,False
Daniel Omielanczuk,470fedbc8563ac47,No Nickname,6.0,247.0,74.0,Southpaw,19,8,1,False
Michihiro Omigawa,9f842be1a5337be6,No Nickname,5.6,145.0,68.0,Orthodox,17,14,1,False
David Onama,ffe9703408fb5964,No Nickname,5.11,145.0,74.0,Orthodox,14,2,0,False
Charlie Ontiveros,318572f6f74b760d,American Bad Boy,6.2,155.0,74.0,Switch,11,9,0,False
Chibwikem Onyenegecha,887e09328cd63df1,No Nickname,6.3,185.0,,Orthodox,5,0,0,False
Myktybek Orolbai,bf2c8e01b07d3eb1,No Nickname,5.1,170.0,74.0,Orthodox,14,2,1,False
Sam Oropeza,6b8db407d49c6e4b,No Nickname,6.2,170.0,,Orthodox,13,3,0,False
Brian Ortega,def8166ff24bd237,T-City,5.8,145.0,69.0,Switch,16,5,0,False
Tito Ortiz,2f732dd9210d301f,The People's Champ,6.3,205.0,74.0,Orthodox,19,12,1,False
Jorge Ortiz,9c5828c6fd9dc948,The Naked Man,6.0,185.0,,Orthodox,18,9,1,False
Dustin Ortiz,f53c1f4ceeed8c08,No Nickname,5.5,125.0,65.0,Orthodox,19,8,0,False
Kenji Osawa,8eb239a52fc4ec14,No Nickname,5.7,135.0,66.0,Orthodox,20,11,2,False
Ode Osbourne,6d68c1afe954f121,The Jamaican Sensation,5.7,125.0,73.0,Southpaw,13,9,0,False
Kurt Osiander,f84dfc5a8d178403,No Nickname,,185.0,,Orthodox,4,1,0,False
Nick Osipczak,5b407acfe0ef9b76,No Nickname,6.2,170.0,76.0,Orthodox,6,3,0,False
Nissen Osterneck,d632d156c0549e07,No Nickname,6.2,185.0,,Orthodox,12,4,0,False
